City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Tilichiki,RU,2021-11-25 04:29:38,60.4667,166.1,3.13,95,97,6.46
380,Marawi,PH,2021-11-25 04:34:19,7.9986,124.2928,75.79,86,100,0.85
381,Aginskoye,RU,2021-11-25 04:34:19,51.1,114.53,18.12,75,26,6.33
382,Pitlochry,GB,2021-11-25 04:34:20,56.7051,-3.7343,39.78,89,75,7.2
383,Labytnangi,RU,2021-11-25 04:34:20,66.6572,66.4183,10.81,87,100,11.45
384,Derzhavinsk,KZ,2021-11-25 04:34:21,51.1,66.3167,6.46,92,82,9.37
385,Chuy,UY,2021-11-25 04:34:21,-33.6971,-53.4616,58.75,88,5,7.14
386,Touros,BR,2021-11-25 04:34:22,-5.1989,-35.4608,79.7,78,78,11.95
387,Orsha,BY,2021-11-25 04:34:22,54.5153,30.4053,37.51,92,100,10.74
388,Panaba,MX,2021-11-25 04:34:22,21.2833,-88.2667,64.6,80,3,7.16
389,Kaohsiung,TW,2021-11-25 04:34:23,22.6163,120.3133,76.95,65,75,3.0
390,Huancabamba,PE,2021-11-25 04:34:23,-5.2386,-79.4506,59.68,92,100,0.18
391,Kumluca,TR,2021-11-25 04:34:24,36.3703,30.2869,59.61,67,88,6.31
392,Dunedin,NZ,2021-11-25 04:31:57,-45.8742,170.5036,67.28,56,93,5.59
393,Mugumu,TZ,2021-11-25 04:34:24,-1.85,34.7,68.79,58,91,2.84
394,Kyra,RU,2021-11-25 04:34:25,49.5776,111.9753,25.57,61,41,6.35
395,Phon Thong,TH,2021-11-25 04:34:25,16.3016,103.9768,81.95,52,72,12.64
396,Hamilton,US,2021-11-25 04:34:26,39.1834,-84.5333,53.01,47,90,1.99
397,Huarmey,PE,2021-11-25 04:34:26,-10.0681,-78.1522,66.74,86,100,9.62
398,Gejiu,CN,2021-11-25 04:34:26,23.306,103.1635,52.23,78,93,3.76
399,Ingham,US,2021-11-25 04:34:27,42.6,-84.3833,48.06,68,90,6.91
400,Galesong,ID,2021-11-25 04:34:27,-5.3166,119.3661,87.82,65,100,8.03
401,Port-Gentil,GA,2021-11-25 04:34:28,-0.7193,8.7815,79.45,84,100,10.85
402,Mercedes,AR,2021-11-25 04:34:28,-34.6515,-59.4307,79.18,34,87,9.48
403,Muyezerskiy,RU,2021-11-25 04:34:29,63.9333,31.65,17.92,96,99,2.57
404,Leamington,CA,2021-11-25 04:29:43,42.0549,-82.6062,47.84,80,100,8.99
405,Jumla,NP,2021-11-25 04:34:29,29.2747,82.1838,54.63,29,0,5.86
406,Bandipur,NP,2021-11-25 04:34:30,27.9333,84.4167,65.1,56,10,1.68
407,Samana,DO,2021-11-25 04:30:09,19.2056,-69.3369,74.62,88,48,8.28
408,Thessalon,CA,2021-11-25 04:34:30,46.2501,-83.5666,44.89,84,100,8.55
409,Bacolod,PH,2021-11-25 04:34:31,10.6667,122.95,87.06,67,99,9.91
410,Qui Nhon,VN,2021-11-25 04:34:31,13.7667,109.2333,78.71,80,52,19.8
411,Boca Do Acre,BR,2021-11-25 04:34:31,-8.7522,-67.3978,72.95,98,100,2.08
412,Lompoc,US,2021-11-25 04:34:32,34.6391,-120.4579,57.56,73,1,5.75
413,College,US,2021-11-25 04:34:32,64.8569,-147.8028,-2.72,74,40,4.61
414,Ostersund,SE,2021-11-25 04:34:33,63.1792,14.6357,34.25,80,75,13.8
415,Camopi,GF,2021-11-25 04:34:33,3.1655,-52.3158,70.93,99,96,1.61
416,Tarata,BO,2021-11-25 04:34:34,-17.6167,-66.0167,58.42,71,95,4.25
417,Pallasovka,RU,2021-11-25 04:34:34,50.05,46.8833,24.13,56,86,18.34
418,Egvekinot,RU,2021-11-25 04:34:34,66.3167,-179.1667,-10.77,88,99,8.05
419,Ojinaga,MX,2021-11-25 04:34:35,29.5667,-104.4167,67.41,39,75,6.91
420,Koumac,NC,2021-11-25 04:34:35,-20.5667,164.2833,79.93,66,60,5.17
421,Pyay,MM,2021-11-25 04:34:36,18.8167,95.2167,83.23,63,54,6.49
422,Carlyle,US,2021-11-25 04:30:08,38.6103,-89.3726,58.91,52,100,8.99
423,Ouadda,CF,2021-11-25 04:34:37,8.0777,22.4007,66.67,38,0,3.85
424,Yamoussoukro,CI,2021-11-25 04:34:37,6.8206,-5.2767,71.49,100,35,4.61
425,Durant,US,2021-11-25 04:34:37,33.994,-96.3708,68.29,78,90,0.0
426,Ayan,RU,2021-11-25 04:34:38,56.45,138.1667,29.03,89,100,16.13
427,Bathsheba,BB,2021-11-25 04:34:38,13.2167,-59.5167,74.01,94,20,5.75
428,Rantepao,ID,2021-11-25 04:34:39,-2.9701,119.8978,83.55,64,78,1.52
429,Socorro,US,2021-11-25 04:34:39,31.6546,-106.3033,61.45,45,75,5.75
430,Koungou,YT,2021-11-25 04:34:39,-12.7336,45.2042,82.11,74,40,6.91
431,Cam Ranh,VN,2021-11-25 04:34:40,11.9214,109.1591,80.56,69,75,17.27
432,Bariadi,TZ,2021-11-25 04:34:40,-2.8,33.9833,73.38,58,90,2.06
433,Manono,CD,2021-11-25 04:34:41,-7.3,27.4167,69.22,97,100,2.46
434,Ferme-Neuve,CA,2021-11-25 04:34:42,46.7001,-75.4493,33.58,86,87,3.09
435,Broken Hill,AU,2021-11-25 04:34:42,-31.95,141.4333,67.71,83,90,9.22
436,Teya,RU,2021-11-25 04:34:42,60.3778,92.6267,16.61,91,100,5.08
437,Xiongzhou,CN,2021-11-25 04:34:43,25.1167,114.3,69.31,29,40,4.76
438,Lasa,IT,2021-11-25 04:34:43,46.6166,10.7002,27.34,85,69,2.35
439,Morris,US,2021-11-25 04:32:31,40.8334,-74.5329,40.82,70,1,3.0
440,Gigmoto,PH,2021-11-25 04:34:44,13.7796,124.39,83.34,81,100,10.18
441,Sitka,US,2021-11-25 04:34:45,57.0531,-135.33,42.69,81,90,6.91
442,Canico,PT,2021-11-25 04:34:45,32.6333,-16.85,65.71,70,75,9.22
443,Puerto Escondido,MX,2021-11-25 04:34:45,15.85,-97.0667,77.79,76,47,3.76
444,Newberry,US,2021-11-25 04:34:46,34.2746,-81.6187,41.22,93,69,4.05
445,Kawalu,ID,2021-11-25 04:34:46,-7.3817,108.2082,86.99,59,51,4.81
446,Gilgit,PK,2021-11-25 04:34:47,35.9221,74.3087,48.81,52,37,3.18
447,Vardo,NO,2021-11-25 04:34:47,70.3705,31.1107,17.8,82,98,11.36
448,Andijon,UZ,2021-11-25 04:34:48,40.7821,72.3442,54.68,65,2,2.3
449,North Platte,US,2021-11-25 04:30:55,41.1239,-100.7654,30.09,78,1,5.99
450,Polyanka,UA,2021-11-25 04:34:49,50.2584,27.6881,32.07,82,72,6.51
451,Hit,IQ,2021-11-25 04:34:49,33.6416,42.8251,61.66,50,100,5.08
452,Manhumirim,BR,2021-11-25 04:34:50,-20.3578,-41.9581,63.82,96,53,2.51
453,Iskateley,RU,2021-11-25 04:34:50,67.6803,53.1512,7.12,97,100,2.95
454,Kenai,US,2021-11-25 04:34:51,60.5544,-151.2583,16.14,86,90,4.61
455,Tiznit,MA,2021-11-25 04:34:51,29.5833,-9.5,51.57,84,57,5.06
456,Tottori,JP,2021-11-25 04:34:52,35.5,134.2333,59.0,58,75,13.8
457,Ambon,ID,2021-11-25 04:34:52,-3.6954,128.1814,87.94,62,40,5.75
458,Paamiut,GL,2021-11-25 04:34:53,61.994,-49.6678,31.91,99,100,4.34
459,Saint Anthony,US,2021-11-25 04:30:07,45.0205,-93.218,32.56,66,90,5.01
460,Kalasin,TH,2021-11-25 04:34:53,16.5,103.5,82.98,50,51,9.17
461,Skjervoy,NO,2021-11-25 04:34:54,70.0311,20.9714,27.79,51,100,7.34
462,Itupiranga,BR,2021-11-25 04:34:54,-5.1347,-49.3267,75.52,95,92,2.53
463,Moranbah,AU,2021-11-25 04:34:55,-22.0016,148.0466,71.65,86,100,9.37
464,Warmbad,NA,2021-11-25 04:34:55,-28.45,18.7333,72.32,27,89,8.05
465,Susanville,US,2021-11-25 04:31:18,40.4163,-120.653,33.66,67,51,1.01
466,Jiuquan,CN,2021-11-25 04:34:56,39.7432,98.5174,41.58,18,1,3.24
467,Tutoia,BR,2021-11-25 04:34:56,-2.7619,-42.2744,80.56,80,79,12.1
468,Nanakuli,US,2021-11-25 04:34:57,21.3906,-158.1547,80.55,60,1,5.75
469,Trinidad,BO,2021-11-25 04:33:14,-14.8333,-64.9,73.74,97,100,3.4
470,Iquitos,PE,2021-11-25 04:34:57,-3.7481,-73.2472,75.24,94,90,3.44
471,San Antonio,US,2021-11-25 04:33:23,29.4241,-98.4936,72.9,85,90,1.01
472,Saryg-Sep,RU,2021-11-25 04:34:58,51.5,95.6,22.75,77,100,1.74
473,Svetlaya,RU,2021-11-25 04:34:58,46.5389,138.3297,26.46,56,31,10.87
474,Yol,IN,2021-11-25 04:34:59,32.1667,76.2,67.53,33,21,3.96
475,Leh,IN,2021-11-25 04:34:59,34.1667,77.5833,23.18,73,84,1.7
476,Platteville,US,2021-11-25 04:35:00,42.7342,-90.4785,47.46,76,40,9.22
477,Ucluelet,CA,2021-11-25 04:31:44,48.9329,-125.5528,47.08,92,100,5.01
478,Aykhal,RU,2021-11-25 04:35:01,66.0,111.5,-6.79,100,100,8.08
479,Salinopolis,BR,2021-11-25 04:35:01,-0.6136,-47.3561,79.41,82,75,8.55
480,Varnavino,RU,2021-11-25 04:35:02,57.4035,45.0916,25.75,89,99,13.62
481,Shimoda,JP,2021-11-25 04:35:02,34.6667,138.95,62.96,56,0,29.8
482,Key West,US,2021-11-25 04:33:37,24.5557,-81.7826,70.0,73,1,9.22
483,Dulce Nombre De Culmi,HN,2021-11-25 04:35:03,15.1,-85.5333,77.23,98,91,3.18
484,Mnogovershinnyy,RU,2021-11-25 04:35:03,53.9353,139.9242,30.27,99,100,7.96
485,Riyadh,SA,2021-11-25 04:30:11,24.6877,46.7219,57.34,31,0,8.86
486,Cururupu,BR,2021-11-25 04:35:04,-1.8283,-44.8683,75.56,92,76,3.36
487,Tiruchchendur,IN,2021-11-25 04:35:04,8.4833,78.1167,79.09,81,100,15.93
488,Durban,ZA,2021-11-25 04:32:07,-29.8579,31.0292,65.93,80,100,4.0
489,Cidreira,BR,2021-11-25 04:35:05,-30.1811,-50.2056,67.26,85,0,20.24
490,Khujner,IN,2021-11-25 04:35:05,23.7833,76.6,78.35,38,3,3.0
491,Kushmurun,KZ,2021-11-25 04:35:06,52.4503,64.6311,1.81,95,15,4.07
492,Mount Darwin,ZW,2021-11-25 04:35:06,-16.7725,31.5838,68.07,83,100,8.16
493,Talnakh,RU,2021-11-25 04:33:12,69.4865,88.3972,8.58,94,100,6.31
494,Nelson Bay,AU,2021-11-25 04:35:07,-32.7167,152.15,80.65,89,100,2.57
495,Luanda,AO,2021-11-25 04:35:06,-8.8368,13.2343,78.8,78,40,2.3
496,Korcula,HR,2021-11-25 04:35:08,42.9622,17.1369,45.16,65,80,11.5
497,Dongzhen,CN,2021-11-25 04:35:08,22.3797,110.9389,73.47,47,6,5.37
498,Awbari,LY,2021-11-25 04:35:09,26.5921,12.7805,69.04,32,100,5.37
499,Menomonie,US,2021-11-25 04:35:09,44.8755,-91.9193,34.57,75,100,11.5
500,Chapais,CA,2021-11-25 04:32:45,49.7834,-74.8492,24.58,93,77,5.17
501,Srikakulam,IN,2021-11-25 04:35:10,18.3,83.9,82.38,69,97,7.29
502,Namibe,AO,2021-11-25 04:35:10,-15.1961,12.1522,66.45,74,7,7.05
503,Virginia Beach,US,2021-11-25 04:31:06,36.8529,-75.978,40.01,72,1,0.0
504,Adrar,MR,2021-11-25 04:35:11,20.5022,-10.0711,72.21,41,87,9.1
505,Urumqi,CN,2021-11-25 04:32:05,43.801,87.6005,25.75,74,35,4.47
506,Shingu,JP,2021-11-25 04:35:12,33.7333,135.9833,61.79,49,14,9.6
507,Margate,GB,2021-11-25 04:35:12,51.3813,1.3862,44.69,82,95,4.0
508,Calgary,CA,2021-11-25 04:33:37,51.0501,-114.0853,38.79,63,75,1.99
509,Prieska,ZA,2021-11-25 04:35:13,-29.6641,22.7474,63.27,42,100,19.33
510,Terrace Bay,CA,2021-11-25 04:35:14,48.7834,-87.1,24.42,78,97,17.69
511,Tual,ID,2021-11-25 04:35:14,-5.6667,132.75,84.52,68,38,4.54
512,Waipawa,NZ,2021-11-25 04:35:14,-41.4122,175.5153,65.3,47,100,3.85
513,La Tour-De-Peilz,CH,2021-11-25 04:35:15,46.4531,6.8586,44.04,88,99,2.66
514,Catuday,PH,2021-11-25 04:35:15,16.2923,119.8062,81.03,69,89,9.84
515,Liverpool,GB,2021-11-25 04:35:04,53.4106,-2.9779,44.76,84,5,3.0
516,Zlobin,HR,2021-11-25 04:35:16,45.2924,14.6541,37.62,69,62,1.28
517,Livingston,GB,2021-11-25 04:35:16,55.9029,-3.5226,39.33,77,0,5.75
518,Brae,GB,2021-11-25 04:35:17,60.3964,-1.353,39.11,60,90,29.44
519,Komsomolskiy,UZ,2021-11-25 04:35:17,40.4272,71.7189,45.82,49,3,4.61
520,Mtambile,TZ,2021-11-25 04:35:18,-5.3833,39.7,81.09,78,100,6.85
521,Isangel,VU,2021-11-25 04:35:18,-19.55,169.2667,82.51,69,75,11.5
522,Kulhudhuffushi,MV,2021-11-25 04:35:19,6.6221,73.07,79.5,76,100,10.11
523,Raudeberg,NO,2021-11-25 04:35:19,61.9875,5.1352,38.07,86,99,8.99
524,Vrangel,RU,2021-11-25 04:35:19,42.7297,133.0839,29.21,50,4,14.99
525,Aluksne,LV,2021-11-25 04:35:20,57.4167,27.05,37.35,92,100,9.93
526,Corridonia,IT,2021-11-25 04:35:21,43.2511,13.5088,48.31,89,80,2.62
527,Blind River,CA,2021-11-25 04:35:21,46.1834,-82.9582,44.85,84,97,7.07
528,Donskoye,RU,2021-11-25 04:35:22,45.4552,41.9741,30.33,83,8,5.21
529,Pringsewu,ID,2021-11-25 04:35:22,-5.3582,104.9744,91.26,45,55,0.85
530,Zyryanka,RU,2021-11-25 04:35:23,65.75,150.85,-28.79,100,84,1.23
531,Paciran,ID,2021-11-25 04:35:23,-6.8767,112.3761,87.17,64,92,3.36
532,La Rioja,ES,2021-11-25 04:30:36,42.25,-2.5,38.98,99,100,7.72
533,Magadan,RU,2021-11-25 04:35:24,59.5667,150.8,16.47,73,14,10.29
534,Joshimath,IN,2021-11-25 04:35:24,30.5667,79.5667,57.92,25,0,5.06
535,Cockburn Town,TC,2021-11-25 04:35:25,21.4612,-71.1419,78.78,70,83,16.64
536,Quang Ngai,VN,2021-11-25 04:34:02,15.1167,108.8,75.36,84,100,10.11
537,Hohhot,CN,2021-11-25 04:35:26,40.8106,111.6522,35.89,32,0,4.47
538,Sobolevo,RU,2021-11-25 04:35:26,54.4299,31.8996,33.46,95,100,10.04
539,Maracacume,BR,2021-11-25 04:35:27,-2.0428,-45.9592,72.84,96,50,1.52
540,La Crosse,US,2021-11-25 04:35:27,43.8014,-91.2396,40.57,73,90,11.99
541,Tanete,ID,2021-11-25 04:35:27,-3.9443,119.7848,90.01,58,74,8.61
542,Gazanjyk,TM,2021-11-25 04:35:28,39.2446,55.5154,49.96,74,94,10.02
543,Hirado,JP,2021-11-25 04:35:28,33.3597,129.5531,61.95,56,8,19.55
544,Bull Savanna,JM,2021-11-25 04:35:29,17.8868,-77.5902,73.58,83,13,4.81
545,Santa Maria,BR,2021-11-25 04:32:58,-29.6842,-53.8069,61.79,55,0,5.41
546,Mandera,KE,2021-11-25 04:35:29,3.9366,41.867,83.52,41,4,10.69
547,Poya,NC,2021-11-25 04:35:30,-21.35,165.15,80.76,63,57,6.87
548,Baicheng,CN,2021-11-25 04:35:30,45.6167,122.8167,22.78,60,73,6.51
549,Muros,ES,2021-11-25 04:35:31,42.7762,-9.0603,50.85,95,76,12.3
550,Korla,CN,2021-11-25 04:30:41,41.7597,86.1469,34.79,39,5,4.12
551,Groa,NO,2021-11-25 04:35:31,62.65,8.7167,33.89,99,100,5.53
552,Portland,US,2021-11-25 04:32:27,45.5234,-122.6762,46.26,93,90,1.01
553,Maceio,BR,2021-11-25 04:35:32,-9.6658,-35.7353,76.44,88,0,4.61
554,Onega,RU,2021-11-25 04:35:33,63.9061,38.1404,14.11,91,38,1.03
555,Nemuro,JP,2021-11-25 04:35:33,43.3236,145.575,43.23,50,9,13.73
556,Saint-Francois,FR,2021-11-25 04:35:34,46.4154,3.9054,34.48,93,90,4.61
557,Abay,KZ,2021-11-25 04:35:34,49.6311,72.8539,37.78,83,100,19.62
558,Saraland,US,2021-11-25 04:35:34,30.8207,-88.0706,57.22,76,40,4.94
559,Anadyr,RU,2021-11-25 04:35:35,64.75,177.4833,-19.7,82,0,6.71
560,Coahuayana,MX,2021-11-25 04:35:35,18.7333,-103.6833,71.37,92,56,3.83
561,Kaniama,CD,2021-11-25 04:35:36,-7.5667,24.1833,65.21,97,100,3.02
562,Nayoro,JP,2021-11-25 04:35:36,44.3506,142.4578,31.42,93,96,6.55
563,Gua Musang,MY,2021-11-25 04:35:37,4.8823,101.9644,84.18,75,95,3.18
564,Dongsheng,CN,2021-11-25 04:35:37,39.8161,109.9776,37.74,25,0,12.88
565,Jhabua,IN,2021-11-25 04:35:38,22.7667,74.6,81.05,29,0,4.41
566,Constitucion,CL,2021-11-25 04:35:38,-35.3333,-72.4167,52.38,91,0,4.59
567,Palu,ID,2021-11-25 04:35:39,-0.8917,119.8707,84.72,75,100,3.29
568,Cangzhou,CN,2021-11-25 04:35:39,38.3167,116.8667,52.97,27,0,5.75
569,Kushima,JP,2021-11-25 04:35:39,31.4583,131.2333,67.51,49,45,11.52
570,Atherton,GB,2021-11-25 04:35:40,53.5237,-2.4935,40.69,85,2,4.0
571,Anchorage,US,2021-11-25 04:31:13,61.2181,-149.9003,17.65,85,90,0.0
572,Khorramshahr,IR,2021-11-25 04:35:41,30.4397,48.1664,51.76,76,0,4.61
